Mod:Item:MetaData, Localized Name
tconstruct:tough_tool_rod:0, Ebony Psimetal Tough Tool Rod
tconstruct:tough_tool_rod:0, Dark Matter Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Matter Tough Tool Rod
tconstruct:tough_tool_rod:0, Fluxed Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Refined Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Tungsten Tough Tool Rod
tconstruct:tough_tool_rod:0, Titanium Tough Tool Rod
tconstruct:tough_tool_rod:0, Advanced Alloy Tough Tool Rod
tconstruct:tough_tool_rod:0, Ruby Tough Tool Rod
tconstruct:tough_tool_rod:0, Sapphire Tough Tool Rod
tconstruct:tough_tool_rod:0, Peridot Tough Tool Rod
tconstruct:tough_tool_rod:0, Yellow Garnet Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Garnet Tough Tool Rod
tconstruct:tough_tool_rod:0, Rubber Tough Tool Rod
tconstruct:tough_tool_rod:0, Certus Quartz Tough Tool Rod
tconstruct:tough_tool_rod:0, Fluix Crystal Tough Tool Rod
tconstruct:tough_tool_rod:0, Boron Tough Tool Rod
tconstruct:tough_tool_rod:0, Tough Alloy Tough Tool Rod
tconstruct:tough_tool_rod:0, Hard Carbon Tough Tool Rod
tconstruct:tough_tool_rod:0, Boron Nitride Tough Tool Rod
tconstruct:tough_tool_rod:0, Thorium Tough Tool Rod
tconstruct:tough_tool_rod:0, Uranium Tough Tool Rod
tconstruct:tough_tool_rod:0, Magnesium Tough Tool Rod
tconstruct:tough_tool_rod:0, Chocolate Tough Tool Rod
tconstruct:tough_tool_rod:0, Treated Wood Tough Tool Rod
tconstruct:binding:0, Electrical Binding
tconstruct:binding:0, Energetic Binding
tconstruct:binding:0, Vibrant Binding
tconstruct:binding:0, Red Binding
tconstruct:binding:0, Conductive Binding
tconstruct:binding:0, Pulsating Binding
tconstruct:binding:0, Dark Binding
tconstruct:binding:0, Souled Binding
tconstruct:binding:0, Binding of the End
tconstruct:binding:0, Fake-Iron Binding
tconstruct:binding:0, Wooden Binding
tconstruct:binding:0, Stone Binding
tconstruct:binding:0, Flint Binding
tconstruct:binding:0, Cactus Binding
tconstruct:binding:0, Bone Binding
tconstruct:binding:0, Obsidian Binding
tconstruct:binding:0, Prismarine Binding
tconstruct:binding:0, End Binding
tconstruct:binding:0, Paper Binding
tconstruct:binding:0, Sponge Binding
tconstruct:binding:0, Firewood Binding
tconstruct:binding:0, Iron Binding
tconstruct:binding:0, Pig Iron Binding
tconstruct:binding:0, Knightslime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Magma Slime Binding
tconstruct:binding:0, Netherrack Binding
tconstruct:binding:0, Cobalt Binding
tconstruct:binding:0, Ardite Binding
tconstruct:binding:0, Manyullyn Binding
tconstruct:binding:0, Copper Binding
tconstruct:binding:0, Bronze Binding
tconstruct:binding:0, Lead Binding
tconstruct:binding:0, Silver Binding
tconstruct:binding:0, Electrum Binding
tconstruct:binding:0, Steel Binding
tconstruct:binding:0, Enderium Binding
tconstruct:binding:0, Platinum Binding
tconstruct:binding:0, Iridium Binding
tconstruct:binding:0, Mithril Binding
tconstruct:binding:0, Signalum Binding
tconstruct:binding:0, Lumium Binding
tconstruct:binding:0, Constantan Binding
tconstruct:binding:0, Invar Binding
tconstruct:binding:0, Nickel Binding
tconstruct:binding:0, Tin Binding
tconstruct:binding:0, Brass Binding
tconstruct:binding:0, Aluminum Binding
tconstruct:binding:0, Zinc Binding
tconstruct:binding:0, Refined Obsidian Binding
tconstruct:binding:0, Refined Glowstone Binding
tconstruct:binding:0, Osmium Binding
tconstruct:binding:0, Manasteel Binding
tconstruct:binding:0, Elementium Binding
tconstruct:binding:0, Gaia Spirit Binding
tconstruct:binding:0, Yellorium Binding
tconstruct:binding:0, Ludicrite Binding
tconstruct:binding:0, Quartz Enriched Iron Binding
tconstruct:binding:0, Draconium Binding
tconstruct:binding:0, Wyvern Draconium Binding
tconstruct:binding:0, Awakened Draconium Binding
tconstruct:binding:0, Chaotic Draconium Binding
tconstruct:binding:0, Psimetal Binding
tconstruct:binding:0, Psigem Binding
tconstruct:binding:0, Ivory Psimetal Binding
tconstruct:binding:0, Ebony Psimetal Binding
tconstruct:binding:0, Dark Matter Binding
tconstruct:binding:0, Red Matter Binding
tconstruct:binding:0, Fluxed Electrum Binding
tconstruct:binding:0, Refined Iron Binding
tconstruct:binding:0, Tungsten Binding
tconstruct:binding:0, Titanium Binding
tconstruct:binding:0, Advanced Alloy Binding
tconstruct:binding:0, Ruby Binding
tconstruct:binding:0, Sapphire Binding
tconstruct:binding:0, Peridot Binding
tconstruct:binding:0, Yellow Garnet Binding
tconstruct:binding:0, Red Garnet Binding
tconstruct:binding:0, Rubber Binding
tconstruct:binding:0, Certus Quartz Binding
tconstruct:binding:0, Fluix Crystal Binding
tconstruct:binding:0, Boron Binding
tconstruct:binding:0, Tough Alloy Binding
tconstruct:binding:0, Hard Carbon Binding
tconstruct:binding:0, Boron Nitride Binding
tconstruct:binding:0, Thorium Binding
tconstruct:binding:0, Uranium Binding
tconstruct:binding:0, Magnesium Binding
tconstruct:binding:0, Chocolate Binding
tconstruct:binding:0, Treated Wood Binding
tconstruct:tough_binding:0, Electrical Tough Binding
tconstruct:tough_binding:0, Energetic Tough Binding
tconstruct:tough_binding:0, Vibrant Tough Binding
tconstruct:tough_binding:0, Red Tough Binding
tconstruct:tough_binding:0, Conductive Tough Binding
tconstruct:tough_binding:0, Pulsating Tough Binding
tconstruct:tough_binding:0, Dark Tough Binding
tconstruct:tough_binding:0, Souled Tough Binding
tconstruct:tough_binding:0, Tough Binding of the End
tconstruct:tough_binding:0, Fake-Iron Tough Binding
tconstruct:tough_binding:0, Wooden Tough Binding
tconstruct:tough_binding:0, Stone Tough Binding
tconstruct:tough_binding:0, Flint Tough Binding
tconstruct:tough_binding:0, Cactus Tough Binding
tconstruct:tough_binding:0, Bone Tough Binding
tconstruct:tough_binding:0, Obsidian Tough Binding
tconstruct:tough_binding:0, Prismarine Tough Binding
tconstruct:tough_binding:0, End Tough Binding
tconstruct:tough_binding:0, Paper Tough Binding
tconstruct:tough_binding:0, Sponge Tough Binding
tconstruct:tough_binding:0, Firewood Tough Binding
tconstruct:tough_binding:0, Iron Tough Binding
tconstruct:tough_binding:0, Pig Iron Tough Binding
tconstruct:tough_binding:0, Knightslime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Magma Slime Tough Binding
tconstruct:tough_binding:0, Netherrack Tough Binding
tconstruct:tough_binding:0, Cobalt Tough Binding
tconstruct:tough_binding:0, Ardite Tough Binding
tconstruct:tough_binding:0, Manyullyn Tough Binding
tconstruct:tough_binding:0, Copper Tough Binding
tconstruct:tough_binding:0, Bronze Tough Binding
tconstruct:tough_binding:0, Lead Tough Binding
tconstruct:tough_binding:0, Silver Tough Binding
tconstruct:tough_binding:0, Electrum Tough Binding
tconstruct:tough_binding:0, Steel Tough Binding
tconstruct:tough_binding:0, Enderium Tough Binding
tconstruct:tough_binding:0, Platinum Tough Binding
tconstruct:tough_binding:0, Iridium Tough Binding
tconstruct:tough_binding:0, Mithril Tough Binding
tconstruct:tough_binding:0, Signalum Tough Binding
tconstruct:tough_binding:0, Lumium Tough Binding
tconstruct:tough_binding:0, Constantan Tough Binding
tconstruct:tough_binding:0, Invar Tough Binding
tconstruct:tough_binding:0, Nickel Tough Binding
tconstruct:tough_binding:0, Tin Tough Binding
tconstruct:tough_binding:0, Brass Tough Binding
tconstruct:tough_binding:0, Aluminum Tough Binding
tconstruct:tough_binding:0, Zinc Tough Binding
tconstruct:tough_binding:0, Refined Obsidian Tough Binding
tconstruct:tough_binding:0, Refined Glowstone Tough Binding
tconstruct:tough_binding:0, Osmium Tough Binding
tconstruct:tough_binding:0, Manasteel Tough Binding
tconstruct:tough_binding:0, Elementium Tough Binding
tconstruct:tough_binding:0, Gaia Spirit Tough Binding
tconstruct:tough_binding:0, Yellorium Tough Binding
tconstruct:tough_binding:0, Ludicrite Tough Binding
tconstruct:tough_binding:0, Quartz Enriched Iron Tough Binding
tconstruct:tough_binding:0, Draconium Tough Binding
tconstruct:tough_binding:0, Wyvern Draconium Tough Binding
tconstruct:tough_binding:0, Awakened Draconium Tough Binding
tconstruct:tough_binding:0, Chaotic Draconium Tough Binding
tconstruct:tough_binding:0, Psimetal Tough Binding
tconstruct:tough_binding:0, Psigem Tough Binding
tconstruct:tough_binding:0, Ivory Psimetal Tough Binding
tconstruct:tough_binding:0, Ebony Psimetal Tough Binding
tconstruct:tough_binding:0, Dark Matter Tough Binding
tconstruct:tough_binding:0, Red Matter Tough Binding
tconstruct:tough_binding:0, Fluxed Electrum Tough Binding
tconstruct:tough_binding:0, Refined Iron Tough Binding
tconstruct:tough_binding:0, Tungsten Tough Binding
tconstruct:tough_binding:0, Titanium Tough Binding
tconstruct:tough_binding:0, Advanced Alloy Tough Binding
tconstruct:tough_binding:0, Ruby Tough Binding
tconstruct:tough_binding:0, Sapphire Tough Binding
tconstruct:tough_binding:0, Peridot Tough Binding
tconstruct:tough_binding:0, Yellow Garnet Tough Binding
tconstruct:tough_binding:0, Red Garnet Tough Binding
tconstruct:tough_binding:0, Rubber Tough Binding
tconstruct:tough_binding:0, Certus Quartz Tough Binding
tconstruct:tough_binding:0, Fluix Crystal Tough Binding
tconstruct:tough_binding:0, Boron Tough Binding
tconstruct:tough_binding:0, Tough Alloy Tough Binding
tconstruct:tough_binding:0, Hard Carbon Tough Binding
tconstruct:tough_binding:0, Boron Nitride Tough Binding
tconstruct:tough_binding:0, Thorium Tough Binding
tconstruct:tough_binding:0, Uranium Tough Binding
tconstruct:tough_binding:0, Magnesium Tough Binding
tconstruct:tough_binding:0, Chocolate Tough Binding
tconstruct:tough_binding:0, Treated Wood Tough Binding
tconstruct:wide_guard:0, Electrical Wide Guard
tconstruct:wide_guard:0, Energetic Wide Guard
tconstruct:wide_guard:0, Vibrant Wide Guard
tconstruct:wide_guard:0, Red Wide Guard
tconstruct:wide_guard:0, Conductive Wide Guard
tconstruct:wide_guard:0, Pulsating Wide Guard
tconstruct:wide_guard:0, Dark Wide Guard
tconstruct:wide_guard:0, Souled Wide Guard
tconstruct:wide_guard:0, Wide Guard of the End
tconstruct:wide_guard:0, Fake-Iron Wide Guard
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Enderium Wide Guard
tconstruct:wide_guard:0, Platinum Wide Guard
tconstruct:wide_guard:0, Iridium Wide Guard
tconstruct:wide_guard:0, Mithril Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Lumium Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:wide_guard:0, Invar Wide Guard
tconstruct:wide_guard:0, Nickel Wide Guard
tconstruct:wide_guard:0, Tin Wide Guard
tconstruct:wide_guard:0, Brass Wide Guard
tconstruct:wide_guard:0, Aluminum Wide Guard
tconstruct:wide_guard:0, Zinc Wide Guard
tconstruct:wide_guard:0, Refined Obsidian Wide Guard
tconstruct:wide_guard:0, Refined Glowstone Wide Guard
tconstruct:wide_guard:0, Osmium Wide Guard
tconstruct:wide_guard:0, Manasteel Wide Guard
tconstruct:wide_guard:0, Elementium Wide Guard
tconstruct:wide_guard:0, Gaia Spirit Wide Guard
tconstruct:wide_guard:0, Yellorium Wide Guard
tconstruct:wide_guard:0, Ludicrite Wide Guard
tconstruct:wide_guard:0, Quartz Enriched Iron Wide Guard
tconstruct:wide_guard:0, Draconium Wide Guard
tconstruct:wide_guard:0, Wyvern Draconium Wide Guard
tconstruct:wide_guard:0, Awakened Draconium Wide Guard
tconstruct:wide_guard:0, Chaotic Draconium Wide Guard
tconstruct:wide_guard:0, Psimetal Wide Guard
tconstruct:wide_guard:0, Psigem Wide Guard
tconstruct:wide_guard:0, Ivory Psimetal Wide Guard
tconstruct:wide_guard:0, Ebony Psimetal Wide Guard
tconstruct:wide_guard:0, Dark Matter Wide Guard
tconstruct:wide_guard:0, Red Matter Wide Guard
tconstruct:wide_guard:0, Fluxed Electrum Wide Guard
tconstruct:wide_guard:0, Refined Iron Wide Guard
tconstruct:wide_guard:0, Tungsten Wide Guard
tconstruct:wide_guard:0, Titanium Wide Guard
tconstruct:wide_guard:0, Advanced Alloy Wide Guard
tconstruct:wide_guard:0, Ruby Wide Guard
tconstruct:wide_guard:0, Sapphire Wide Guard
tconstruct:wide_guard:0, Peridot Wide Guard
tconstruct:wide_guard:0, Yellow Garnet Wide Guard
tconstruct:wide_guard:0, Red Garnet Wide Guard
tconstruct:wide_guard:0, Rubber Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Fluix Crystal Wide Guard
tconstruct:wide_guard:0, Boron Wide Guard
tconstruct:wide_guard:0, Tough Alloy Wide Guard
tconstruct:wide_guard:0, Hard Carbon Wide Guard
tconstruct:wide_guard:0, Boron Nitride Wide Guard
tconstruct:wide_guard:0, Thorium Wide Guard
tconstruct:wide_guard:0, Uranium Wide Guard
tconstruct:wide_guard:0, Magnesium Wide Guard
tconstruct:wide_guard:0, Chocolate Wide Guard
tconstruct:wide_guard:0, Treated Wood Wide Guard
tconstruct:hand_guard:0, Electrical Hand Guard
tconstruct:hand_guard:0, Energetic Hand Guard
tconstruct:hand_guard:0, Vibrant Hand Guard
tconstruct:hand_guard:0, Red Hand Guard
tconstruct:hand_guard:0, Conductive Hand Guard
tconstruct:hand_guard:0, Pulsating Hand Guard
tconstruct:hand_guard:0, Dark Hand Guard
tconstruct:hand_guard:0, Souled Hand Guard
tconstruct:hand_guard:0, Hand Guard of the End
tconstruct:hand_guard:0, Fake-Iron Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Enderium Hand Guard
tconstruct:hand_guard:0, Platinum Hand Guard
tconstruct:hand_guard:0, Iridium Hand Guard
tconstruct:hand_guard:0, Mithril Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Lumium Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:hand_guard:0, Invar Hand Guard
tconstruct:hand_guard:0, Nickel Hand Guard
tconstruct:hand_guard:0, Tin Hand Guard
tconstruct:hand_guard:0, Brass Hand Guard
tconstruct:hand_guard:0, Aluminum Hand Guard
tconstruct:hand_guard:0, Zinc Hand Guard
tconstruct:hand_guard:0, Refined Obsidian Hand Guard
tconstruct:hand_guard:0, Refined Glowstone Hand Guard
tconstruct:hand_guard:0, Osmium Hand Guard
tconstruct:hand_guard:0, Manasteel Hand Guard
tconstruct:hand_guard:0, Elementium Hand Guard
tconstruct:hand_guard:0, Gaia Spirit Hand Guard
tconstruct:hand_guard:0, Yellorium Hand Guard
tconstruct:hand_guard:0, Ludicrite Hand Guard
tconstruct:hand_guard:0, Quartz Enriched Iron Hand Guard
tconstruct:hand_guard:0, Draconium Hand Guard
tconstruct:hand_guard:0, Wyvern Draconium Hand Guard
tconstruct:hand_guard:0, Awakened Draconium Hand Guard
tconstruct:hand_guard:0, Chaotic Draconium Hand Guard
tconstruct:hand_guard:0, Psimetal Hand Guard
tconstruct:hand_guard:0, Psigem Hand Guard
tconstruct:hand_guard:0, Ivory Psimetal Hand Guard
tconstruct:hand_guard:0, Ebony Psimetal Hand Guard
tconstruct:hand_guard:0, Dark Matter Hand Guard
tconstruct:hand_guard:0, Red Matter Hand Guard
tconstruct:hand_guard:0, Fluxed Electrum Hand Guard
tconstruct:hand_guard:0, Refined Iron Hand Guard
tconstruct:hand_guard:0, Tungsten Hand Guard
tconstruct:hand_guard:0, Titanium Hand Guard
tconstruct:hand_guard:0, Advanced Alloy Hand Guard
tconstruct:hand_guard:0, Ruby Hand Guard
tconstruct:hand_guard:0, Sapphire Hand Guard
tconstruct:hand_guard:0, Peridot Hand Guard
tconstruct:hand_guard:0, Yellow Garnet Hand Guard
tconstruct:hand_guard:0, Red Garnet Hand Guard
tconstruct:hand_guard:0, Rubber Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Fluix Crystal Hand Guard
tconstruct:hand_guard:0, Boron Hand Guard
tconstruct:hand_guard:0, Tough Alloy Hand Guard
tconstruct:hand_guard:0, Hard Carbon Hand Guard
tconstruct:hand_guard:0, Boron Nitride Hand Guard
tconstruct:hand_guard:0, Thorium Hand Guard
tconstruct:hand_guard:0, Uranium Hand Guard
tconstruct:hand_guard:0, Magnesium Hand Guard
tconstruct:hand_guard:0, Chocolate Hand Guard
tconstruct:hand_guard:0, Treated Wood Hand Guard
tconstruct:cross_guard:0, Electrical Cross Guard
tconstruct:cross_guard:0, Energetic Cross Guard
tconstruct:cross_guard:0, Vibrant Cross Guard
tconstruct:cross_guard:0, Red Cross Guard
tconstruct:cross_guard:0, Conductive Cross Guard
tconstruct:cross_guard:0, Pulsating Cross Guard
tconstruct:cross_guard:0, Dark Cross Guard
tconstruct:cross_guard:0, Souled Cross Guard
tconstruct:cross_guard:0, Cross Guard of the End
tconstruct:cross_guard:0, Fake-Iron Cross Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Enderium Cross Guard
tconstruct:cross_guard:0, Platinum Cross Guard
tconstruct:cross_guard:0, Iridium Cross Guard
tconstruct:cross_guard:0, Mithril Cross Guard
tconstruct:cross_guard:0, Signalum Cross Guard
tconstruct:cross_guard:0, Lumium Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:cross_guard:0, Invar Cross Guard
tconstruct:cross_guard:0, Nickel Cross Guard
tconstruct:cross_guard:0, Tin Cross Guard
tconstruct:cross_guard:0, Brass Cross Guard
tconstruct:cross_guard:0, Aluminum Cross Guard
tconstruct:cross_guard:0, Zinc Cross Guard
tconstruct:cross_guard:0, Refined Obsidian Cross Guard
tconstruct:cross_guard:0, Refined Glowstone Cross Guard
tconstruct:cross_guard:0, Osmium Cross Guard
tconstruct:cross_guard:0, Manasteel Cross Guard
tconstruct:cross_guard:0, Elementium Cross Guard
tconstruct:cross_guard:0, Gaia Spirit Cross Guard
tconstruct:cross_guard:0, Yellorium Cross Guard
tconstruct:cross_guard:0, Ludicrite Cross Guard
tconstruct:cross_guard:0, Quartz Enriched Iron Cross Guard
tconstruct:cross_guard:0, Draconium Cross Guard
tconstruct:cross_guard:0, Wyvern Draconium Cross Guard
tconstruct:cross_guard:0, Awakened Draconium Cross Guard
tconstruct:cross_guard:0, Chaotic Draconium Cross Guard
tconstruct:cross_guard:0, Psimetal Cross Guard
tconstruct:cross_guard:0, Psigem Cross Guard
tconstruct:cross_guard:0, Ivory Psimetal Cross Guard
tconstruct:cross_guard:0, Ebony Psimetal Cross Guard
tconstruct:cross_guard:0, Dark Matter Cross Guard
tconstruct:cross_guard:0, Red Matter Cross Guard
tconstruct:cross_guard:0, Fluxed Electrum Cross Guard
tconstruct:cross_guard:0, Refined Iron Cross Guard
tconstruct:cross_guard:0, Tungsten Cross Guard
tconstruct:cross_guard:0, Titanium Cross Guard
tconstruct:cross_guard:0, Advanced Alloy Cross Guard
tconstruct:cross_guard:0, Ruby Cross Guard
tconstruct:cross_guard:0, Sapphire Cross Guard
tconstruct:cross_guard:0, Peridot Cross Guard
tconstruct:cross_guard:0, Yellow Garnet Cross Guard
tconstruct:cross_guard:0, Red Garnet Cross Guard
tconstruct:cross_guard:0, Rubber Cross Guard
tconstruct:cross_guard:0, Certus Quartz Cross Guard
tconstruct:cross_guard:0, Fluix Crystal Cross Guard
tconstruct:cross_guard:0, Boron Cross Guard
tconstruct:cross_guard:0, Tough Alloy Cross Guard
tconstruct:cross_guard:0, Hard Carbon Cross Guard
tconstruct:cross_guard:0, Boron Nitride Cross Guard
tconstruct:cross_guard:0, Thorium Cross Guard
tconstruct:cross_guard:0, Uranium Cross Guard
tconstruct:cross_guard:0, Magnesium Cross Guard
tconstruct:cross_guard:0, Chocolate Cross Guard
tconstruct:cross_guard:0, Treated Wood Cross Guard
tconstruct:large_plate:0, Electrical Large Plate
tconstruct:large_plate:0, Energetic Large Plate
tconstruct:large_plate:0, Vibrant Large Plate
tconstruct:large_plate:0, Red Large Plate
tconstruct:large_plate:0, Conductive Large Plate
tconstruct:large_plate:0, Pulsating Large Plate
tconstruct:large_plate:0, Dark Large Plate
tconstruct:large_plate:0, Souled Large Plate
tconstruct:large_plate:0, Large Plate of the End
tconstruct:large_plate:0, Fake-Iron Large Plate
tconstruct:large_plate:0, Wooden Large Plate
tconstruct:large_plate:0, Stone Large Plate
tconstruct:large_plate:0, Flint Large Plate
tconstruct:large_plate:0, Cactus Large Plate
tconstruct:large_plate:0, Bone Large Plate
tconstruct:large_plate:0, Obsidian Large Plate
tconstruct:large_plate:0, Prismarine Large Plate
tconstruct:large_plate:0, End Large Plate
tconstruct:large_plate:0, Paper Large Plate
tconstruct:large_plate:0, Sponge Large Plate
tconstruct:large_plate:0, Firewood Large Plate
tconstruct:large_plate:0, Iron Large Plate
tconstruct:large_plate:0, Pig Iron Large Plate
tconstruct:large_plate:0, Knightslime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Magma Slime Large Plate
tconstruct:large_plate:0, Netherrack Large Plate
tconstruct:large_plate:0, Cobalt Large Plate
tconstruct:large_plate:0, Ardite Large Plate
tconstruct:large_plate:0, Manyullyn Large Plate
tconstruct:large_plate:0, Copper Large Plate
tconstruct:large_plate:0, Bronze Large Plate
tconstruct:large_plate:0, Lead Large Plate
tconstruct:large_plate:0, Silver Large Plate
tconstruct:large_plate:0, Electrum Large Plate
tconstruct:large_plate:0, Steel Large Plate
tconstruct:large_plate:0, Enderium Large Plate
tconstruct:large_plate:0, Platinum Large Plate
tconstruct:large_plate:0, Iridium Large Plate
tconstruct:large_plate:0, Mithril Large Plate
tconstruct:large_plate:0, Signalum Large Plate
tconstruct:large_plate:0, Lumium Large Plate
tconstruct:large_plate:0, Constantan Large Plate
tconstruct:large_plate:0, Invar Large Plate
tconstruct:large_plate:0, Nickel Large Plate
tconstruct:large_plate:0, Tin Large Plate
tconstruct:large_plate:0, Brass Large Plate
tconstruct:large_plate:0, Aluminum Large Plate
tconstruct:large_plate:0, Zinc Large Plate
tconstruct:large_plate:0, Refined Obsidian Large Plate
tconstruct:large_plate:0, Refined Glowstone Large Plate
tconstruct:large_plate:0, Osmium Large Plate
tconstruct:large_plate:0, Manasteel Large Plate
tconstruct:large_plate:0, Elementium Large Plate
tconstruct:large_plate:0, Gaia Spirit Large Plate
tconstruct:large_plate:0, Yellorium Large Plate
tconstruct:large_plate:0, Ludicrite Large Plate
tconstruct:large_plate:0, Quartz Enriched Iron Large Plate
tconstruct:large_plate:0, Draconium Large Plate
tconstruct:large_plate:0, Wyvern Draconium Large Plate
tconstruct:large_plate:0, Awakened Draconium Large Plate
tconstruct:large_plate:0, Chaotic Draconium Large Plate
tconstruct:large_plate:0, Psimetal Large Plate
tconstruct:large_plate:0, Psigem Large Plate
tconstruct:large_plate:0, Ivory Psimetal Large Plate
tconstruct:large_plate:0, Ebony Psimetal Large Plate
tconstruct:large_plate:0, Dark Matter Large Plate
tconstruct:large_plate:0, Red Matter Large Plate
tconstruct:large_plate:0, Fluxed Electrum Large Plate
tconstruct:large_plate:0, Refined Iron Large Plate
tconstruct:large_plate:0, Tungsten Large Plate
tconstruct:large_plate:0, Titanium Large Plate
tconstruct:large_plate:0, Advanced Alloy Large Plate
tconstruct:large_plate:0, Ruby Large Plate
tconstruct:large_plate:0, Sapphire Large Plate
tconstruct:large_plate:0, Peridot Large Plate
tconstruct:large_plate:0, Yellow Garnet Large Plate
tconstruct:large_plate:0, Red Garnet Large Plate
tconstruct:large_plate:0, Rubber Large Plate
